Series15_HealthyLungBiopsy_1,Series15_HealthyLungBiopsy_2,Series15_COVID19Lung_1,Series15_COVID19Lung_2
DPYD,478,415,0,26
DPYD-AS1,0,0,0,0
MIR137HG,0,1,0,0
MIR2682,0,0,0,0
MIR137,0,0,0,0
SNX7,282,300,1,14
LOC100129620,0,0,0,0
PALMD,53,834,0,0
MIR548AA1,0,0,0,0
MIR548D1,0,0,0,0
FRRS1,47,36,0,0
AGL,135,206,0,9
SLC35A3,320,327,0,0
SASS6,39,27,0,0
TRMT13,281,150,0,14
LRRC39,13,20,0,0
DBT,135,169,0,4
RTCA,516,610,0,14
MIR553,0,0,0,0
CDC14A,636,184,0,0
GPR88,0,6,0,0
VCAM1,2934,1442,5,163
EXTL2,219,232,0,13
SLC30A7,2871,661,0,73
DPH5,331,215,0,0
S1PR1,16169,6773,17,276
OLFM3,0,0,0,0
DNAJA1P5,0,0,0,0
COL11A1,4,44,1,0
RNPC3,169,108,0,0
AMY2B,250,411,0,5
ACTG1P4,13,8,0,0
AMY2A,0,0,0,0
AMY1A,0,0,0,0
AMY1C,0,0,0,0
AMY1B,0,0,0,0
LOC100129138,0,0,0,0
PRMT6,154,153,1,0
NTNG1,23,31,0,0
VAV3,121,151,0,17
VAV3-AS1,1,2,0,0
SLC25A24,683,285,0,6
NBPF4,0,0,0,0
NBPF6,0,0,0,0
FAM102B,373,330,0,10
HENMT1,97,107,0,0
PRPF38B,2904,1081,0,21
FNDC7,8,3,0,0
STXBP3,917,436,0,25
AKNAD1,2,11,0,0
GPSM2,128,119,0,3
CLCC1,768,320,3,0
WDR47,487,272,0,10
TAF13,50,10,0,0
TMEM167B,4171,1162,1,103
SCARNA2,1090,9,1,6
C1orf194,29,25,1,14
KIAA1324,65,57,0,7
SARS,7883,3345,1,41
CELSR2,38,36,0,0
PSRC1,55,289,0,0
MYBPHL,4,9,0,0
SORT1,701,2537,2,23
PSMA5,5996,1193,0,67
SYPL2,77,62,0,0
ATXN7L2,128,100,0,0
CYB561D1,211,153,0,0
AMIGO1,19,22,0,0
GPR61,0,3,0,0
GNAI3,4375,1362,6,212
MIR197,7,0,0,0
GNAT2,14,3,0,0
AMPD2,2734,445,0,11
GSTM4,76,593,0,12
GSTM2,125,817,0,0
GSTM1,3,665,0,0
GSTM5,126,655,3,4
GSTM3,751,1503,0,11
EPS8L3,1,0,0,1
CSF1,16904,1010,5,88
AHCYL1,5777,1683,5,98
STRIP1,1166,491,0,3
ALX3,109,39,0,0
UBL4B,2,1,0,0
SLC6A17,12,24,0,2
KCNC4,123,248,0,0
RBM15,886,205,0,10
SLC16A4,266,122,1,13
LAMTOR5,3483,1481,4,117
PROK1,1,0,0,0
CYMP,4,0,0,0
KCNA10,1,0,0,0
KCNA2,1,1,0,0
KCNA3,173,45,0,3
CD53,4188,808,96,1920
LRIF1,616,161,0,7
DRAM2,1080,782,0,80
CEPT1,1065,306,1,45
DENND2D,1195,306,2,60
CHI3L2,983,129,49,482
CHIAP2,51,23,0,0
CHIA,18,93,0,0
PIFO,164,119,0,16
PGCP1,1,0,0,0
OVGP1,291,119,0,0
WDR77,1750,494,0,14
C1orf162,446,2073,25,211
ADORA3,4,123,0,4
RAP1A,1802,1933,0,34
DDX20,679,238,0,7
KCND3,8,4,0,0
CTTNBP2NL,2713,730,0,46
MIR4256,1,0,0,0
WNT2B,147,108,0,0
ST7L,563,378,6,14
CAPZA1,6260,2361,31,1076
MOV10,2444,1074,10,110
RHOC,21595,9996,8,99
PPM1J,42,32,0,0
FAM19A3,3,0,0,0
SLC16A1,1265,360,0,51
AKR7A2P1,3,0,0,0
LRIG2,245,127,0,0
LOC643441,33,27,0,1
MAGI3,400,299,1,20
PHTF1,499,234,0,6
RSBN1,929,347,0,10
PTPN22,218,41,0,5
AP4B1-AS1,8,13,0,0
BCL2L15,14,21,0,0
AP4B1,394,250,0,4
DCLRE1B,259,191,1,0
HIPK1,3196,1134,0,11
OLFML3,205,960,3,18
SYT6,5,0,0,0
TRIM33,1523,688,2,27
BCAS2,2074,687,0,34
DENND2C,67,17,0,3
AMPD1,2,15,0,0
NRAS,1894,827,0,50
CSDE1,16266,10415,16,313
SIKE1,704,328,0,21
SYCP1,0,6,0,0
TSHB,0,0,0,0
TSPAN2,80,279,0,5
NGF,459,30,0,0
VANGL1,129,127,7,0
CASQ2,50,471,0,0
NHLH2,9,6,0,0
SLC22A15,127,57,0,9
MAB21L3,0,3,0,0
ATP1A1,13252,7592,3,81
CD58,866,426,0,26
IGSF3,5013,119,0,12
MIR320B1,0,0,0,0
CD2,1222,235,0,4
PTGFRN,355,269,0,2
CD101,24,67,0,0
TTF2,352,69,0,1
MIR942,0,0,0,0
TRIM45,173,64,0,0
VTCN1,6,13,0,0
MAN1A2,295,71,0,8
GDAP2,744,229,0,10
WDR3,1844,488,1,49
SPAG17,44,7,0,4
TBX15,1,70,0,0
WARS2,455,187,0,20
HAO2,4,0,0,0
HSD3B2,0,0,0,0
HSD3B1,2,0,0,0
HSD3BP4,55,5,0,0
LINC00622,313,32,0,0
ZNF697,2153,214,0,2
PHGDH,139,211,0,1
HMGCS2,6,0,0,0
REG4,0,1,0,0
NBPF7,0,0,0,0
ADAM30,0,0,0,0
NOTCH2,8508,904,0,15
FAM72B,7,5,0,0
HIST2H2BA,15,2,0,0
FCGR1B,11,27,0,17
SRGAP2D,60,0,0,0
EMBP1,6,5,0,5
ANKRD20A12P,11,165,0,0
PPIAL4G,4,0,0,0
FAM72D,11,5,0,0
LINC00623,1,0,0,0
PPIAL4C,0,0,0,0
PPIAL4A,0,0,0,0
PFN1P2,21,21,0,0
NBPF9,522,62,0,0
PDE4DIP,4575,656,0,8
SEC22B,4756,756,17,287
NBPF10,733,89,0,0
TXNIP,10642,32784,43,878
POLR3GL,455,864,0,5
ANKRD34A,26,25,0,0
LIX1L,330,166,1,10
RBM8A,6560,2191,3,62
GNRHR2,39,37,0,7
PEX11B,492,440,0,97
ITGA10,545,412,0,0
ANKRD35,42,193,0,0
PIAS3,1118,881,0,5
NUDT17,68,40,0,0
POLR3C,940,395,0,1
RNF115,381,421,5,27
CD160,66,94,0,0
PDZK1,11,15,0,0
GPR89A,215,94,0,0
PDZK1P1,0,0,0,0
NBPF11,0,0,0,0
HYDIN2,0,1,0,0
LOC728989,13,3,0,0
PRKAB2,727,322,0,7
FMO5,21,75,0,0
CHD1L,1357,610,0,24
LINC00624,0,0,0,0
BCL9,389,202,0,17
ACP6,136,116,0,13
GJA5,355,553,0,3
GJA8,0,2,0,0
GPR89B,24,13,0,0
MIR5087,0,0,0,0
NBPF14,471,133,1,3
PPIAL4F,0,0,0,0
PPIAL4D,0,0,0,0
NBPF15,112,11,0,0
PPIAL4E,0,0,0,0
HIST2H2BF,44,0,0,0
FCGR1A,67,128,4,26
HIST2H3D,7,0,0,0
HIST2H4A,0,0,0,0
HIST2H4B,0,0,0,0
HIST2H3C,0,0,0,0
HIST2H3A,0,0,0,0
HIST2H2AA4,0,0,0,0
HIST2H2AA3,0,0,0,0
HIST2H2BC,13,1,0,6
HIST2H2BE,628,253,12,301
HIST2H2AC,78,23,4,4
HIST2H2AB,16,0,0,0
BOLA1,191,173,0,4
SV2A,84,91,0,7
SF3B4,2350,980,16,348
MTMR11,273,440,4,0
OTUD7B,1563,478,0,1
VPS45,517,457,1,78
PLEKHO1,4938,930,1,4
ANP32E,1130,897,1,45
CA14,13,13,0,0
APH1A,3501,3649,0,16
C1orf54,252,740,1,11
MRPS21,1954,1576,4,142
PRPF3,2423,1031,0,43
RPRD2,671,521,0,6
TARS2,172,264,0,0
ECM1,1118,870,0,8
ADAMTSL4,426,363,1,11
MIR4257,2,0,0,0
MCL1,60253,25805,50,899
ENSA,5392,4720,3,95
GOLPH3L,610,312,0,32
HORMAD1,1,4,0,0
CTSS,7524,1954,41,723
CTSK,520,780,2,28
ARNT,1622,1024,1,22
SETDB1,966,578,0,7
CERS2,5371,2748,3,168
ANXA9,8,18,0,0
BNIPL,88,43,0,0
C1orf56,88,59,0,1
CDC42SE1,11233,3312,12,335
MLLT11,668,316,2,19
GABPB2,80,94,0,0
SEMA6C,28,64,0,0
TNFAIP8L2,158,184,0,1
TNFAIP8L2-SCNM1,0,0,0,0
LYSMD1,112,79,0,0
SCNM1,13,0,0,0
TMOD4,14,18,0,0
VPS72,1163,696,3,79
PIP5K1A,5706,994,6,20
PSMD4,3589,2420,1,25
ZNF687,395,209,0,0
PI4KB,2891,1271,2,13
RFX5,2249,725,2,27
SELENBP1,1469,2896,0,4
PSMB4,10653,4169,4,78
POGZ,2978,1431,0,17
CGN,1575,499,0,7
TUFT1,920,154,0,14
MIR554,3,1,0,0
SNX27,835,565,1,7
CELF3,4,0,0,0
RIIAD1,20,11,0,0
MRPL9,1268,588,6,53
OAZ3,17,27,0,0
TDRKH,147,65,0,0
LINGO4,1,0,0,0
RORC,116,84,0,0
C2CD4D,1,0,0,0
LOC100132111,2,0,0,0
THEM5,5,5,0,0
THEM4,314,412,0,0
S100A10,26390,13889,60,637
S100A11,22842,8592,770,7933
TCHHL1,0,0,0,0
TCHH,53,42,0,0
RPTN,2,0,0,0
HRNR,7,2,0,0
FLG,6,7,35,0
FLG2,0,0,14,0
CRNN,0,0,0,0
LCE5A,2,0,0,0
CRCT1,0,0,4,0
LCE3E,0,0,0,0
LCE3D,0,0,0,0
LCE3C,0,2,0,0
LCE3B,0,0,0,0
LCE3A,5,0,0,0
LCE2D,0,0,0,0
LCE2C,0,0,0,0
LCE2B,0,0,0,0
LCE2A,0,0,0,0
LCE4A,0,0,0,0
C1orf68,0,0,0,0
KPRP,2,0,3,0
LCE1F,0,0,0,0
LCE1E,0,0,0,0
LCE1D,0,0,0,0
LCE1C,0,0,2,0
LCE1B,0,0,0,0
LCE1A,0,0,0,0
LCE6A,0,0,0,0
SMCP,0,0,0,0
IVL,1,0,0,0
SPRR4,0,0,0,0
SPRR1A,0,0,0,0
SPRR3,0,0,0,0
SPRR1B,9,0,0,5
SPRR2D,20,0,0,7
SPRR2A,47,0,0,3
SPRR2B,0,0,0,0
SPRR2E,8,4,1,4
SPRR2F,3,0,0,0
SPRR2C,4,1,0,0
SPRR2G,0,0,0,0
LELP1,0,0,0,0
PRR9,0,0,0,0
LOR,1,0,4,0
PGLYRP3,0,0,0,0
PGLYRP4,7,0,0,0
S100A9,5692,17606,832,7115
S100A12,122,939,254,3302
S100A8,1923,9683,738,9382
S100A7A,0,0,0,0
S100A7,443,0,0,0
S100A6,98676,29307,197,2447
S100A5,7,0,0,0
S100A4,6912,12751,43,602
S100A3,3824,183,7,11
S100A2,4645,64,0,0
S100A16,12831,3311,5,47
S100A14,2252,604,0,9
S100A13,2982,2977,0,0
S100A1,28,10,0,0
CHTOP,4101,1457,5,162
SNAPIN,697,641,5,27
ILF2,10251,3363,0,160
NPR1,450,1860,0,6
INTS3,3452,1139,2,23
SLC27A3,461,840,2,0
GATAD2B,1645,715,2,49
DENND4B,1370,865,0,17
CRTC2,3665,1272,0,17
SLC39A1,6198,2570,2,46
CREB3L4,254,109,0,5
JTB,5236,2887,4,121
RAB13,5736,3741,12,70
RPS27,50216,32464,138,1717
NUP210L,34,15,0,0
TPM3,14807,12470,34,520
MIR190B,0,0,0,0
C1orf189,3,0,2,0
C1orf43,5308,4042,8,168
UBAP2L,4007,1891,6,113
HAX1,2233,1526,10,80
AQP10,6,5,0,0
ATP8B2,1309,667,0,1
IL6R,2741,608,0,36
SHE,154,1054,0,0
TDRD10,109,348,0,0
UBE2Q1,2202,1437,0,13
CHRNB2,5,6,0,0
ADAR,8747,3438,23,394
KCNN3,217,201,0,0
PMVK,377,896,0,7
PBXIP1,1198,3089,1,0
PYGO2,840,559,0,0
SHC1,6942,5672,8,119
CKS1B,377,232,0,0
MIR4258,5,3,0,0
FLAD1,972,686,0,2
LENEP,1,7,0,0
ZBTB7B,511,189,0,5
DCST2,13,48,0,0
DCST1,1,0,0,0
ADAM15,1890,5506,0,2
EFNA4,122,28,0,0
EFNA3,50,26,0,0
EFNA1,4271,1659,0,24
SLC50A1,1187,561,0,37
DPM3,464,694,0,2
KRTCAP2,2278,1940,11,214
TRIM46,28,41,0,0
MUC1,1418,914,1,63
MIR92B,0,0,0,0
THBS3,350,892,0,1
MTX1,432,555,0,0
GBAP1,41,72,0,0
GBA,782,454,1,3
FAM189B,269,165,0,0
SCAMP3,2729,1128,5,15
CLK2,2139,1053,0,49
HCN3,51,27,0,0
PKLR,1,0,2,0
FDPS,2217,1712,0,7
RUSC1-AS1,3,0,0,0
RUSC1,541,586,0,17
ASH1L,2948,556,0,36
MIR555,0,0,0,0
POU5F1P4,5,0,0,0
ASH1L-AS1,50,59,0,7
MSTO1,20,8,0,0
MSTO2P,96,32,0,0
YY1AP1,6972,2092,0,44
DAP3,3881,1451,1,36
GON4L,1072,651,0,9
SYT11,426,674,0,1
RIT1,2372,685,0,54
SCARNA4,6,0,0,0
RXFP4,1,0,0,0
ARHGEF2,6532,1509,3,93
SSR2,9187,4180,16,143
UBQLN4,1558,615,0,6
LAMTOR2,875,1175,0,11
RAB25,858,310,2,71
MEX3A,74,60,0,2
LMNA,6685,11653,3,44
SEMA4A,1737,358,11,107
SLC25A44,2321,1436,0,0
PMF1,459,418,2,13
PMF1-BGLAP,0,0,0,0
BGLAP,1,12,0,0
PAQR6,52,24,0,4
SMG5,2676,1351,0,14
TMEM79,142,39,0,0
VHLL,0,0,0,0
CCT3,9098,3577,14,131
TSACC,25,5,0,0
RHBG,0,0,0,0
C1orf61,15,0,0,0
MIR9-1,0,0,0,0
MEF2D,2552,1928,2,3
IQGAP3,27,19,0,0
TTC24,10,0,0,0
GPATCH4,1913,989,0,12
HAPLN2,0,68,0,0
BCAN,5,20,0,0
NES,3057,3425,0,3
CRABP2,614,216,0,1
ISG20L2,994,481,0,1
RRNAD1,385,321,0,12
MRPL24,924,1002,6,8
HDGF,12929,4143,39,356
PRCC,1838,947,7,18
SH2D2A,762,107,0,2
NTRK1,71,7,0,0
INSRR,15,0,0,0
PEAR1,2181,1329,4,11
LRRC71,63,28,0,0
ARHGEF11,1304,679,3,14
MIR765,4,7,0,0
ETV3L,36,0,0,0
ETV3,848,44,0,11
CYCSP52,4,3,0,0
FCRL5,20,54,0,0
FCRL4,4,15,0,0
FCRL3,218,1,0,0
FCRL2,27,2,0,0
FCRL1,3,6,0,6
CD5L,15,62,3,0
CD1D,36,66,0,0
CD1A,1,27,0,0
CD1C,15,37,0,0
CD1B,0,7,0,0
CD1E,1,42,0,0
OR10T2,0,0,0,0
OR10K2,0,0,0,0
OR10K1,0,3,0,0
OR10R2,0,0,0,0
OR6Y1,0,0,0,0
OR6P1,0,0,0,0
OR10X1,0,0,0,0
OR10Z1,0,0,0,0
SPTA1,4,9,0,0
OR6K2,0,0,0,0
OR6K3,0,0,0,0
OR6K6,0,0,0,0
OR6N1,1,0,0,0
OR6N2,1,0,0,0
MNDA,149,721,28,610
PYHIN1,185,29,0,0
IFI16,9627,5243,13,654
AIM2,51,42,0,49
CADM3,8,155,0,4
FCER1A,10,123,0,0
OR10J3,0,0,0,0
OR10J1,0,0,0,0
OR10J5,0,0,0,0
APCS,0,0,0,0
CRP,34,9,0,0
DUSP23,708,1128,0,11
FCRL6,104,38,0,0
SLAMF8,373,115,2,16
VSIG8,30,0,0,0
TAGLN2,40997,28443,70,678
IGSF9,31,1,0,1
SLAMF9,159,5,0,0
PIGM,187,118,0,0
KCNJ10,29,8,0,0
KCNJ9,0,0,0,0
IGSF8,425,386,0,27
ATP1A2,12,739,0,7
ATP1A4,3,11,0,0
CASQ1,30,5,0,0
PEA15,30618,7555,33,380
DCAF8,2784,1995,0,22
PEX19,1107,1177,0,48
COPA,6349,1876,3,359
SUMO1P3,17,12,0,0
NCSTN,1552,1116,12,173
NHLH1,6,18,0,4
VANGL2,443,206,0,2
SLAMF6,235,25,5,0
CD84,383,100,0,1
SLAMF1,985,698,3,58
CD48,1351,369,8,300
SLAMF7,1955,222,29,358
LY9,312,69,0,0
CD244,185,40,0,0
ITLN1,18,16,0,0
ITLN2,347,198,0,0
F11R,9117,2041,0,80
TSTD1,657,360,1,17
USF1,2327,1735,0,8
ARHGAP30,1026,903,7,3
KLHDC9,29,47,0,0
PFDN2,7316,1785,4,53
NIT1,1109,525,1,10
DEDD,1800,1653,11,42
UFC1,2318,2034,6,40
USP21,527,482,0,4
PPOX,224,288,0,0
B4GALT3,3027,1257,0,4
ADAMTS4,23667,13272,38,1019
NDUFS2,7977,3779,3,54
FCER1G,6904,2171,1033,19418
APOA2,0,0,0,0
TOMM40L,286,370,0,5
MIR5187,0,0,0,0
NR1I3,7,27,0,0
PCP4L1,32,15,0,4
MPZ,103,184,0,22
SDHC,953,931,1,15
FCGR2A,3885,1020,35,757
HSPA6,35551,1302,6,107
FCGR3A,1211,959,17,138
FCGR2C,45,19,0,14
HSPA7,1960,275,0,12
FCGR3B,32,535,24,894
FCGR2B,351,216,0,83
RPL31P11,1,8,0,0
FCRLA,24,2,0,13
FCRLB,38,16,0,0
DUSP12,934,397,2,10
ATF6,3740,891,3,88
OLFML2B,145,362,0,1
NOS1AP,22,10,0,0
MIR4654,0,0,0,0
MIR556,0,0,0,0
C1orf226,107,75,0,0
SH2D1B,166,8,0,0
UHMK1,1313,984,0,44
UAP1,5609,2166,3,69
DDR2,233,52,1,0
HSD17B7,213,164,0,0
RGS4,105,65,0,40
RGS5,1443,8980,5,146
NUF2,13,25,0,0
PBX1,454,1273,0,9
LOC100505795,0,0,0,0
LMX1A,2,1,0,0
RXRG,8,130,0,0
LOC400794,2,12,0,0
LRRC52,0,0,0,0
MGST3,1685,2334,1,36
ALDH9A1,1831,1282,2,50
LOC440700,2,3,0,0
TMCO1,2002,935,1,128
UCK2,3947,972,2,0
MIR3658,0,0,0,0
FAM78B,11,13,0,0
MIR921,0,0,0,0
FMO9P,0,0,0,0
POGK,2336,735,5,63
TADA1,275,117,0,5
ILDR2,16,20,0,0
MAEL,0,24,0,0
GPA33,6,201,0,0
DUSP27,1,12,0,0
POU2F1,1322,468,0,13
CD247,1193,120,3,4
CREG1,12220,2088,23,320
RCSD1,4016,485,0,48
MPZL1,19094,1531,1,59
ADCY10,78,3,0,0
MPC2,6519,909,1,45
DCAF6,2797,1004,4,12
GPR161,1160,307,2,2
TIPRL,2334,705,4,125
SFT2D2,219,39,0,0
ANKRD36BP1,20,8,0,0
TBX19,239,72,0,5
MIR557,0,0,0,0
LOC100505918,0,12,0,0
XCL2,36,22,0,0
XCL1,85,7,0,0
DPT,334,1448,0,2
LINC00626,0,0,0,0
ATP1B1,2731,252,1,138
NME7,324,103,0,7
BLZF1,599,107,1,31
SLC19A2,2188,502,0,9
F5,51,36,1,58
SELP,544,3594,1,19
SELL,410,544,430,9391
SELE,1310,8443,18,506
METTL18,180,95,0,8
C1orf112,77,49,0,0
SCYL3,225,162,0,14
KIFAP3,901,502,2,29
METTL11B,0,0,0,0
MIR3119-2,0,0,0,0
MIR3119-1,0,0,0,0
GORAB,663,105,0,4
PRRX1,6350,693,3,23
MROH9,32,6,0,0
FMO3,57,409,0,0
MIR1295A,0,0,0,0
MIR1295B,0,0,0,0
FMO6P,0,2,0,0
FMO2,815,1824,0,12
FMO1,5,27,0,0
FMO4,38,80,0,4
TOP1P1,23,16,0,0
PRRC2C,12711,2999,13,178
MYOC,15,240,0,0
VAMP4,780,525,0,10
METTL13,1046,501,0,23
DNM3,70,206,0,0
DNM3OS,378,151,0,1
MIR214,0,0,0,0
MIR3120,0,0,0,0
MIR199A2,0,0,0,0
C1orf105,0,1,0,0
PIGC,439,336,3,26
SUCO,1422,361,0,13
FASLG,92,2,0,0
TNFSF18,5,1,0,0
TNFSF4,60,31,0,1
LOC100506023,16,30,0,0
PRDX6,7921,6146,24,422
SLC9C2,1,5,0,0
ANKRD45,9,19,0,2
KLHL20,353,359,0,5
CENPL,124,38,0,5
DARS2,285,149,0,4
GAS5-AS1,16,8,0,0
GAS5,13042,3618,3,65
SNORD81,66,86,0,6
SNORD47,137,104,0,0
SNORD80,276,74,0,0
SNORD79,26,26,0,0
SNORD78,48,39,0,0
SNORD44,83,31,0,0
SNORD77,30,10,0,0
SNORD76,77,20,0,0
SNORD75,0,1,0,0
SNORD74,27,4,0,0
ZBTB37,56,28,0,0
SERPINC1,9,2,0,0
RC3H1,1612,741,0,60
RABGAP1L,777,660,5,174
GPR52,2,0,0,0
CACYBP,2131,644,0,25
MRPS14,637,384,0,29
TNN,3,12,0,0
KIAA0040,3343,5823,1,88
TNR,1,23,0,0
SCARNA3,1,0,0,0
PAPPA2,0,14,0,0
ASTN1,3,16,0,0
MIR488,0,0,0,0
SEC16B,22,130,0,0
RASAL2-AS1,51,29,0,0
RASAL2,2332,744,0,28
TEX35,0,0,0,0
C1orf220,1,5,0,0
MIR4424,0,0,0,0
RALGPS2,120,123,0,15
ANGPTL1,100,218,0,11
FAM20B,1492,1062,0,5
TOR3A,600,1432,0,17
ABL2,5399,1450,3,26
SOAT1,1981,573,5,65
AXDND1,0,14,0,0
NPHS2,1,2,0,0
TDRD5,0,2,0,0
FAM163A,8,0,0,0
TOR1AIP2,2374,768,6,62
TOR1AIP1,1882,829,3,76
CEP350,1321,451,0,16
QSOX1,10770,2809,1,30
FLJ23867,526,295,0,0
LHX4,28,3,0,0
ACBD6,555,609,0,4
MIR3121,0,0,0,0
XPR1,1667,466,0,66
KIAA1614,54,37,0,0
STX6,3777,560,2,38
MR1,696,349,0,52
IER5,4239,1001,7,58
CACNA1E,6,1,3,0
ZNF648,0,0,0,0
GLUL,11050,23165,84,1289
TEDDM1,5,6,0,0
LINC00272,0,0,0,0
RGSL1,0,0,0,0
RNASEL,165,157,0,14
RGS16,4245,3980,1,84
RGS8,0,0,0,0
NPL,473,346,3,44
DHX9,6295,1653,2,18
SHCBP1L,0,0,0,0
LAMC1,8202,2166,10,84
LAMC2,17292,199,13,293
NMNAT2,53,105,2,0
SMG7-AS1,41,3,0,4
SMG7,3781,1220,6,154
NCF2,1089,1750,17,232
ARPC5,5443,4121,27,484
RGL1,1054,847,8,108
APOBEC4,7,0,0,0
TSEN15,582,392,0,10
C1orf21,1796,1329,3,17
EDEM3,1097,364,1,22
FAM129A,1797,1129,6,204
RNF2,639,261,0,14
TRMT1L,395,200,0,47
SWT1,216,102,0,0
IVNS1ABP,10003,2782,37,743
HMCN1,158,276,3,4
MIR548F1,0,0,0,0
PRG4,63,55,0,5
TPR,3132,1025,2,8
OCLM,12,1,0,0
PDC,1,0,0,0
PTGS2,32635,784,29,479
PLA2G4A,478,66,0,1
RGS18,20,54,5,37
RGS21,0,0,0,0
RGS1,1077,821,2,40
RGS13,82,62,0,14
RGS2,7029,5791,6,96
UCHL5,713,390,0,3
TROVE2,744,256,0,8
GLRX2,420,138,0,14
CDC73,1597,516,0,19
MIR1278,0,0,0,0
B3GALT2,44,31,0,0
KCNT2,46,63,0,3
MIR4735,0,0,0,0
CFH,1598,2811,0,62
CFHR3,4,4,0,0
CFHR1,0,14,0,0
CFHR4,0,4,0,0
CFHR2,0,0,0,0
CFHR5,0,0,0,0
F13B,0,13,0,0
ASPM,26,6,0,0
ZBTB41,185,115,0,0
CRB1,2,3,0,0
DENND1B,155,125,1,0
C1orf53,3,25,0,0
LHX9,9,19,0,0
NEK7,1059,1021,2,3
ATP6V1G3,0,0,0,0
PTPRC,3325,405,16,315
MIR181B1,2,0,0,0
MIR181A1,0,0,0,0
NR5A2,168,340,0,0
ZNF281,648,84,0,12
KIF14,10,10,0,2
DDX59,587,410,2,13
CAMSAP2,1800,968,0,10
GPR25,2,6,0,0
KIF21B,1062,172,0,1
CACNA1S,4,11,0,0
ASCL5,0,0,0,0
TMEM9,629,733,0,11
IGFN1,561,17,0,0
PKP1,769,90,0,2
TNNT2,259,455,0,1
LAD1,877,78,6,22
TNNI1,22,2,0,0
PHLDA3,521,601,0,0
CSRP1,8016,16701,24,256
RPS10P7,3,9,0,0
NAV1,6895,630,0,47
MIR5191,2,0,0,0
MIR1231,0,0,0,0
IPO9,1955,840,3,49
SHISA4,84,134,0,0
LMOD1,93,3403,0,0
TIMM17A,4166,1014,2,64
RNPEP,1015,1019,0,7
ELF3,10979,533,5,40
GPR37L1,30,0,0,6
ARL8A,1908,864,6,105
PTPN7,514,119,0,7
PTPRVP,1,3,0,0
LGR6,78,206,0,0
UBE2T,58,31,0,0
PPP1R12B,658,2405,0,17
SYT2,16,30,0,0
KDM5B,3481,512,0,25
LOC148709,7,4,0,0
RABIF,448,213,3,30
KLHL12,601,498,0,36
ADIPOR1,4905,2501,17,207
CYB5R1,1341,774,1,0
TMEM183A,93,51,0,0
TMEM183B,0,0,0,0
PPFIA4,209,49,7,0
MYOG,0,1,0,0
ADORA1,17,51,0,0
MYBPH,11,8,0,0
CHI3L1,1223,72,36,624
CHIT1,1497,257,25,204
BTG2,4667,10279,3,58
FMOD,2073,1762,0,53
PRELP,645,3795,3,25
OPTC,0,4,0,0
ATP2B4,11091,2366,2,95
SNORA77,5,9,0,0
LINC00260,27,6,0,0
LAX1,63,29,0,0
ZC3H11A,8309,1837,1,24
ZBED6,229,2,0,4
SNRPE,2371,1003,0,62
LINC00303,1,1,0,0
SOX13,501,1179,0,4
ETNK2,148,111,0,0
REN,211,0,0,0
KISS1,28,0,0,0
GOLT1A,715,25,0,1
PLEKHA6,127,162,0,8
LINC00628,10,0,0,0
PPP1R15B,8368,1406,5,140
PIK3C2B,5616,1370,1,21
MDM4,1186,545,1,14
LRRN2,17,22,0,2
NFASC,226,1045,0,4
CNTN2,8,9,3,0
TMEM81,215,62,0,0
RBBP5,735,222,0,8
DSTYK,587,280,0,0
TMCC2,1238,58,0,3
NUAK2,3138,49,5,85
KLHDC8A,1,0,0,0
LEMD1-AS1,0,6,0,0
LEMD1,1,0,0,0
MIR135B,0,0,0,0
CDK18,1037,295,1,0
LOC284578,12,49,0,0
ELK4,2444,703,0,46
SLC45A3,124,37,0,2
NUCKS1,4623,4341,2,64
SLC41A1,8288,970,0,58
PM20D1,39,17,0,0
LOC284581,3,0,0,0
SLC26A9,372,38,1,6
FAM72A,7,9,0,4
AVPR1B,1,0,0,0
CTSE,1771,152,30,307
SRGAP2C,1,10,0,0
SRGAP2B,0,0,0,0
SRGAP2,1091,623,3,0
IKBKE,282,107,2,8
RASSF5,3410,740,5,50
EIF2D,524,888,0,4
DYRK3,1850,199,0,0
MAPKAPK2,6069,3762,0,15
IL10,838,44,0,51
IL19,94,6,0,0
IL20,17,0,0,6
IL24,2006,125,0,5
PIGR,1914,449,15,168
FCAMR,257,0,0,0
C1orf116,1313,784,2,8
YOD1,885,68,4,31
PFKFB2,662,234,5,4
C4BPB,33,0,0,0
C4BPA,865,733,8,33
CD55,13521,2660,91,1154
CR2,28,7,0,0
CR1,64,57,3,24
CR1L,138,0,0,0
CD46,3759,2083,5,73
MIR29C,251,71,0,0
MIR29B2,61,19,0,0
LOC148696,72,0,0,0
CD34,185,7064,0,5
PLXNA2,4485,1912,0,0
MIR205HG,34,3,0,0
MIR205,0,0,0,0
CAMK1G,395,12,1,36
LAMB3,14254,231,10,63
MIR4260,8,0,0,0
G0S2,35099,3974,73,1389
HSD11B1,1306,126,2,33
TRAF3IP3,506,114,0,8
C1orf74,68,18,0,0
IRF6,1129,152,2,12
SYT14,0,1,0,0
SERTAD4-AS1,124,108,0,0
SERTAD4,33,52,0,0
HHAT,30,110,0,0
KCNH1,5,38,0,0
RCOR3,565,566,0,10
TRAF5,954,408,0,0
LINC00467,29,68,0,3
RD3,0,4,0,3
SLC30A1,237,146,0,2
NEK2,7,13,0,0
LPGAT1,1480,695,1,51
INTS7,321,142,0,0
DTL,27,10,0,0
