,CB-C-1,CB-C-4,CB-C-5,CB-C-6,CB-C-7,CB-C-8,CB-C-9,CB-C-10,CB-SA-1,CB-SA-2,CB-SA-3,CB-SA-4,CB-SA-5,CB-SA-6,CB-SA-7,CB-SA-8,CB-SA-11
#CLASS,Control,Control,Control,Control,Control,Control,Control,Control,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected,Infected
ENSG00000241011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241014,16,11,16,22,9,19,31,14,18,18,24,53,22,21,38,42,13
ENSG00000241015,23,10,15,13,10,10,39,18,11,8,21,29,26,30,31,78,19
ENSG00000241018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241030,0,0,0,3,0,0,5,0,11,0,4,0,5,4,0,12,0
ENSG00000241035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241043,6,6,11,9,3,6,8,5,7,3,7,26,7,5,8,18,5
ENSG00000241045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241057,34,31,33,41,50,65,66,32,54,54,51,66,73,31,78,186,45
ENSG00000241058,20,26,31,30,7,29,42,13,25,18,47,43,55,28,40,77,17
ENSG00000241061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241081,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241103,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ENSG00000241104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,5,0
ENSG00000241105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241106,21,91,66,58,30,80,66,109,55,67,9,79,70,27,117,216,8
ENSG00000241112,0,0,10,10,5,9,0,11,0,0,0,0,12,0,0,16,7
ENSG00000241114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241120,13,0,37,15,5,6,14,16,17,10,0,6,26,0,0,52,8
ENSG00000241123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241125,0,0,0,4,0,0,8,0,5,0,0,10,21,0,0,30,0
ENSG00000241127,68,25,40,18,7,16,27,14,4,12,28,15,29,6,37,90,63
ENSG00000241128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241129,0,6,0,0,0,0,5,0,0,0,15,7,0,0,5,0,7
ENSG00000241130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241132,2,4,9,6,3,2,2,7,1,4,5,6,4,2,3,5,9
ENSG00000241134,8,13,8,17,0,8,65,6,0,19,0,0,46,0,59,26,7
ENSG00000241136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241143,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0
ENSG00000241146,3,0,0,0,0,1,1,1,1,0,0,1,0,1,0,2,1
ENSG00000241149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241150,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
ENSG00000241157,47,16,45,67,45,24,56,29,38,31,6,57,45,34,22,20,53
ENSG00000241166,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,2,1
ENSG00000241170,34,37,52,66,41,22,71,35,37,40,48,219,56,60,49,159,32
ENSG00000241179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241183,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241185,0,22,0,0,5,4,9,6,0,0,5,54,6,16,26,40,0
ENSG00000241186,0,0,2,0,1,1,0,0,0,0,0,3,2,0,0,3,0
ENSG00000241187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000241200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241216,0,0,0,0,12,0,23,0,0,0,0,32,0,0,0,10,0
ENSG00000241218,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0
ENSG00000241221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241233,1,0,0,0,0,0,0,3,0,0,0,0,3,0,2,0,0
ENSG00000241241,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,0
ENSG00000241244,14,17,14,0,0,26,13,51,34,9,30,27,0,0,21,94,0
ENSG00000241250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241253,119,0,295,0,0,0,0,0,0,0,0,0,0,0,0,3,1
ENSG00000241255,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0
ENSG00000241257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241258,90,63,136,56,23,46,74,23,55,42,60,115,58,35,84,148,47
ENSG00000241261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241278,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241286,1,0,1,3,3,0,3,7,1,0,5,3,0,2,0,9,0
ENSG00000241287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241294,39,198,25,20,64,69,105,75,200,53,169,74,78,58,32,221,82
ENSG00000241296,3,7,11,4,3,4,3,3,8,4,16,7,13,13,4,7,6
ENSG00000241305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
ENSG00000241318,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241322,0,0,6,0,1,0,0,0,1,0,0,3,1,0,1,6,0
ENSG00000241334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241343,9276,1711,10216,2606,1747,1296,2227,1282,2020,3603,2638,691,3294,1174,1702,6199,3417
ENSG00000241344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241350,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000241351,83,299,233,71,332,339,278,345,481,216,653,764,363,316,372,1326,342
ENSG00000241352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241358,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241360,114,45,267,84,32,23,60,44,62,33,38,52,45,64,89,188,40
ENSG00000241361,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
ENSG00000241362,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241370,54,2,426,635,5,80,152,90,2,2,122,2,29,55,1,96,2
ENSG00000241385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241386,56,58,59,28,27,30,4,2,60,3,154,107,21,64,41,4,5
ENSG00000241394,8,5,7,5,4,8,492,9,5,5,9,970,4,5,4,1638,4
ENSG00000241399,83,52,107,51,20,84,123,42,86,53,69,356,125,39,168,100,112
ENSG00000241400,0,0,23,0,18,0,0,16,0,0,14,0,6,0,0,12,0
ENSG00000241404,31,47,101,168,50,4,11,155,4,5,23,3,9,3,6,374,52
ENSG00000241411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241418,4,3,4,0,0,10,10,14,13,19,4,3,12,16,14,97,23
ENSG00000241423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241429,1,0,0,0,1,0,0,4,0,0,0,2,0,0,1,0,0
ENSG00000241431,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0
ENSG00000241434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241438,0,0,0,0,9,0,0,5,0,0,0,0,0,0,4,0,0
ENSG00000241439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241458,0,0,0,0,0,0,4,0,2,0,0,0,2,0,0,4,0
ENSG00000241462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0
ENSG00000241468,7051,3068,11361,13525,6628,3421,6054,14655,7767,5759,6500,4705,5321,3846,6708,11872,3553
ENSG00000241473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241476,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000241478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241484,35,37,72,221,25,12,28,114,125,55,42,138,35,68,19,120,33
ENSG00000241489,29,13,32,68,16,30,61,16,41,11,64,72,100,25,99,72,49
ENSG00000241493,18,14,0,0,17,0,0,44,0,19,0,60,36,0,0,132,15
ENSG00000241494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241499,0,0,0,32,0,0,0,14,0,0,0,0,0,0,11,18,0
ENSG00000241506,4,12,4,4,10,8,15,6,15,12,6,6,5,6,11,12,9
ENSG00000241511,0,0,5,0,4,0,0,0,0,7,0,9,11,0,5,0,15
ENSG00000241526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241527,4,1,7,14,0,8,17,0,6,2,10,13,11,0,8,6,21
ENSG00000241528,1,1,3,9,1,1,2,3,2,2,2,4,1,2,3,12,2
ENSG00000241532,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0
ENSG00000241534,2,6,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ENSG00000241535,0,0,0,0,0,0,4,0,0,10,0,0,7,0,2,6,0
ENSG00000241537,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000241539,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,18
ENSG00000241546,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241547,0,4,20,0,4,4,25,5,0,0,9,30,5,9,4,25,11
ENSG00000241549,4,5,3,4,2,0,2,5,3,5,0,13,2,2,6,17,7
ENSG00000241553,817,795,1204,660,747,867,1334,1269,1227,839,1058,1837,1212,923,1874,2310,1091
ENSG00000241556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000241562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241563,11,0,6,2,1,1,4,2,2,0,3,7,1,7,3,17,2
ENSG00000241566,0,5,25,7,0,0,7,0,0,0,7,12,8,0,6,0,0
ENSG00000241571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241597,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
ENSG00000241598,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
ENSG00000241607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241622,4,0,0,0,0,0,0,16,0,0,0,8,5,0,0,0,0
ENSG00000241627,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
ENSG00000241634,22,0,36,26,4,11,17,0,8,5,12,10,4,0,24,15,13
ENSG00000241635,6,10,9,12,15,2,13,8,10,7,5,11,12,2,3,14,9
ENSG00000241640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241641,0,0,0,5,21,0,9,41,10,0,0,0,0,0,0,77,0
ENSG00000241644,4,3,3,3,2,1,2,8,2,1,1,5,11,3,4,32,1
ENSG00000241651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241656,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241661,0,5,3,2,3,7,0,6,5,0,3,2,12,0,0,2,0
ENSG00000241668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241670,0,0,40,0,0,18,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241673,0,0,0,11,0,0,0,0,0,0,0,37,0,0,0,0,0
ENSG00000241674,13,13,12,11,9,24,9,8,22,8,9,78,9,8,15,143,5
ENSG00000241678,4,14,24,25,23,0,27,22,30,5,17,64,5,5,20,102,8
ENSG00000241680,14,0,0,0,6,0,0,0,0,0,0,0,8,0,0,27,0
ENSG00000241685,456,111,883,291,176,126,235,254,264,179,164,389,214,142,286,493,172
ENSG00000241690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241695,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,0
ENSG00000241697,3,0,2,0,0,1,0,0,0,0,0,1,1,0,1,1,2
ENSG00000241713,10,4,12,5,10,3,6,27,5,10,6,16,3,6,11,5,2
ENSG00000241717,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000241721,18,37,28,40,21,0,66,35,59,37,77,76,86,12,54,66,20
ENSG00000241722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241723,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241738,0,0,0,2,1,0,1,1,1,1,1,1,1,1,2,3,1
ENSG00000241739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241741,0,3,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0
ENSG00000241744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000241755,6,71,23,23,32,16,25,7,87,37,37,343,39,28,23,269,32
ENSG00000241765,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,28,0
ENSG00000241776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241779,3,164,8,23,155,1,5,2,277,1,235,1,168,3,333,24,185
ENSG00000241782,0,5,0,0,0,8,4,5,0,0,8,15,0,0,4,28,0
ENSG00000241787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241794,0,11,0,8,0,2,0,0,2,2,2,0,0,8,4,0,0
ENSG00000241804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241809,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000241810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241825,2,3,2,6,1,1,11,6,1,3,5,0,6,1,10,10,6
ENSG00000241828,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8
ENSG00000241829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241837,967,429,1449,470,368,376,682,402,713,639,665,473,561,460,809,1620,640
ENSG00000241838,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241839,145,164,208,182,235,225,398,218,383,249,167,748,319,291,559,530,276
ENSG00000241846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241847,0,1,0,0,0,0,0,0,0,0,4,0,4,0,4,12,2
ENSG00000241852,17,18,43,18,12,22,37,11,17,22,28,69,33,24,52,146,38
ENSG00000241853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241859,0,0,0,22,0,0,4,4,0,4,4,0,5,0,0,0,0
ENSG00000241861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241863,508,0,517,0,0,191,416,131,0,0,137,0,159,110,0,409,5
ENSG00000241870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241878,199,188,386,283,174,273,609,202,418,267,228,941,551,294,601,969,497
ENSG00000241879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241889,7,2,2,0,0,0,4,3,0,0,0,19,0,5,6,2,7
ENSG00000241890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000241905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241907,8,0,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0
ENSG00000241910,5,26,13,7,5,2,34,2,5,2,123,4,9,2,2,27,72
ENSG00000241911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241913,0,0,116,158,0,0,0,106,57,131,0,46,0,58,47,83,0
ENSG00000241917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241923,0,0,2,1,1,0,0,2,0,0,2,2,2,1,3,1,1
ENSG00000241926,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241935,1,3,4,3,2,0,1,1,4,0,2,3,1,1,3,5,1
ENSG00000241941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241945,11,14,16,35,16,11,24,8,42,32,28,22,37,18,65,23,17
ENSG00000241946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241947,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000241950,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0
ENSG00000241961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241962,22,2,2,26,2,7,5,0,11,2,12,5,7,3,5,34,7
ENSG00000241965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241973,149,99,195,180,143,141,250,160,208,195,189,480,262,196,217,707,231
ENSG00000241975,8,0,0,0,14,0,68,0,18,30,26,25,18,0,74,8,20
ENSG00000241978,35,6,71,18,4,22,68,5,18,11,26,36,46,7,24,161,20
ENSG00000241981,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0
ENSG00000241984,0,0,0,5,0,0,3,5,4,0,0,6,0,0,0,0,0
ENSG00000241991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241993,0,26,156,811,29,0,30,0,180,39,33,0,0,0,0,131,0
ENSG00000242001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242028,36,37,74,33,17,17,37,40,31,18,28,43,36,15,46,118,21
ENSG00000242034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
ENSG00000242036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242038,8,4,18,9,4,4,3,11,4,4,3,17,3,2,2,21,2
ENSG00000242041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242052,0,2,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0
ENSG00000242058,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000242060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242061,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000242062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242071,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,2,0
ENSG00000242073,0,0,0,3,0,0,0,0,0,0,0,3,4,4,3,3,0
ENSG00000242076,128,211,412,76,138,172,204,309,248,95,269,588,163,215,243,896,104
ENSG00000242080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242083,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
ENSG00000242085,0,19,24,8,34,0,8,0,0,34,0,15,9,19,0,27,8
ENSG00000242087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242092,15,22,24,16,227,18,20,19,14,15,29,687,22,29,23,25,5
ENSG00000242097,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,2,0
ENSG00000242100,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0
ENSG00000242103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242104,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000242109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242110,20,9,11,11,9,11,23,11,15,18,15,25,33,9,48,32,27
ENSG00000242111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000242114,132,64,212,49,37,72,95,30,80,45,77,99,82,55,85,246,34
ENSG00000242119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242134,0,0,2,1,1,0,1,4,0,0,0,6,0,2,2,5,0
ENSG00000242135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242137,0,0,3,3,0,0,0,0,3,0,7,2,0,0,0,3,0
ENSG00000242140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242142,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,13,0
ENSG00000242150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242156,0,0,0,0,0,0,0,128,0,0,0,0,0,0,38,0,0
ENSG00000242159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242163,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0
ENSG00000242169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242173,8,0,13,0,0,0,0,0,0,0,0,0,0,0,8,6,5
ENSG00000242176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
ENSG00000242180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000242186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242193,8,6,10,9,7,7,10,19,7,7,5,23,11,8,10,27,11
ENSG00000242195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242197,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
ENSG00000242198,0,0,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0
ENSG00000242199,9,0,0,0,0,18,9,0,0,0,0,8,0,0,0,7,0
ENSG00000242206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000242208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
